delivery_person_id,delivery_person_age,delivery_person_ratings,restaurant_latitude,restaurant_longitude,delivery_location_latitude,delivery_location_longitude,temperature,humidity,distance_km,target,type_of_order_buffet,type_of_order_drinks,type_of_order_meal,type_of_order_snack,type_of_vehicle_electric_scooter,type_of_vehicle_motorcycle,type_of_vehicle_scooter,traffic_level_high,traffic_level_low,traffic_level_moderate,traffic_level_very_high,traffic_level_very_low,weather_description_broken_clouds,weather_description_clear_sky,weather_description_few_clouds,weather_description_fog,weather_description_haze,weather_description_mist,weather_description_moderate_rain,weather_description_overcast_clouds,weather_description_scattered_clouds,weather_description_smoke
967,37,4.6,18.533811,73.899315,18.583811,73.949315,19.18,65.0,14.65,61.61,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
580,37,4.5,2.690294,75.793007,2.701294,75.903007,19.9,46.0,19.99,81.47,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
775,25,4.8,30.914057,7.583982,31.024057,7.594982,18.53,58.0,35.24,54.7,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
436,23,4.9,1.741233,78.449654,1.748233,78.519654,21.27,64.0,14.01,68.72,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1054,30,4.4,21.186884,72.793616,21.316884,72.923616,22.76,43.0,22.73,39.0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
579,21,4.7,26.911378,75.789034,27.001378,75.879034,19.94,46.0,18.73,68.06,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
652,39,4.8,26.474133,0.803481,26.494133,0.803681,21.83,55.0,10.83,55.06,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1045,26,4.5,2.117106,72.789292,2.130106,72.919292,22.81,43.0,23.65,70.64,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
571,24,4.3,26.766536,75.837333,26.876536,75.947333,20.16,68.0,33.29,76.47,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
468,21,4.8,17.431477,7.840035,17.491477,7.846035,21.4,64.0,16.48,39.25,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
812,30,4.2,30.890184,75.829615,30.980184,75.919615,18.71,58.0,19.03,63.03,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1020,37,4.5,23.359194,85.325447,23.469194,85.435447,16.29,67.0,19.03,64.03,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
999,34,4.5,23.416792,85.316842,23.526792,85.426842,15.92,67.0,19.93,53.78,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
468,31,4.5,17.431477,7.840035,17.521477,7.849035,21.19,64.0,22.71,47.6,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1088,36,4.9,21.160522,72.771477,21.250522,72.861477,22.93,43.0,16.08,32.85,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
907,38,4.8,12.323194,76.630583,12.453194,76.760583,18.02,82.0,25.47,50.35,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
516,29,4.6,22.725748,75.898497,22.785747,75.958497,17.14,72.0,16.98,47.25,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1057,28,4.7,21.173493,72.801953,21.253493,72.881953,22.88,43.0,15.56,56.47,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1080,36,4.9,21.170096,72.789122,21.280096,72.899122,22.85,43.0,22.99,77.19,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
65,20,5.0,25.459775,81.834841,25.509775,81.884841,22.3,54.0,13.97,52.86,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
392,22,2.6,15.574828,73.766883,15.654828,73.846883,25.89,60.0,18.36,57.03,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
645,36,4.9,26.482419,80.320939,26.512419,80.350939,21.81,55.0,8.86,35.55,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
172,21,4.6,12.975377,77.696664,13.035377,77.756664,19.41,93.0,19.97,48.9,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
805,27,4.8,30.895817,75.813112,30.975817,75.893112,18.78,57.0,20.52,60.56,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
890,37,4.6,12.299524,7.664262,12.389524,7.673262,18.39,82.0,22.81,75.53,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
558,32,4.7,26.914142,75.805704,27.004142,75.895704,19.93,46.0,16.42,35.65,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1124,37,3.7,22.310237,73.158921,22.400237,73.248921,22.57,43.0,18.92,53.61,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1039,27,4.6,23.333017,0.853172,23.463017,0.854472,16.31,67.0,20.99,63.86,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
871,31,4.4,0.191093,72.825451,0.191593,72.875451,26.82,44.0,12.22,68.03,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
966,33,4.7,18.533811,73.899315,18.603811,73.969315,18.91,65.0,17.3,84.56,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
867,21,4.7,19.121999,72.908493,19.231999,73.018493,27.05,48.0,20.97,85.89,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
981,25,4.6,18.536718,73.830327,18.606718,73.900327,19.02,65.0,14.99,57.69,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
331,27,4.6,11.010375,7.695295,11.120375,7.706295,25.14,73.0,20.44,49.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
514,33,5.0,22.725748,75.898497,22.835748,76.008497,17.28,53.0,22.12,67.78,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
922,21,4.7,12.316967,76.603067,12.396967,76.683067,18.39,82.0,20.69,44.35,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
145,21,2.6,12.970324,77.645748,13.060324,77.735748,19.19,93.0,16.45,46.6,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
873,38,4.3,19.131141,72.813074,1.917114,72.853074,26.93,44.0,12.72,42.35,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
977,34,4.1,18.516216,73.842527,18.606216,73.932527,19.04,65.0,16.68,80.97,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
377,36,4.1,30.342509,78.061187,30.402509,78.121187,13.4,77.0,14.44,65.56,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
461,24,4.5,17.430448,78.418213,17.510448,78.498213,21.23,63.0,20.3,47.35,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
132,32,4.6,12.933284,77.615428,13.013284,77.695428,19.61,93.0,20.71,49.05,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
583,35,4.6,26.902908,75.792934,27.012908,75.902934,19.9,46.0,20.29,72.78,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
936,25,4.8,18.539299,73.897902,18.609299,73.967902,19.22,65.0,17.64,73.31,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
690,23,4.8,9.991703,76.293136,10.071703,76.373136,23.92,88.0,16.75,72.03,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
820,32,4.1,19.003517,7.282765,19.083517,7.290765,26.97,44.0,14.83,76.97,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
190,32,4.6,23.266261,77.379605,23.356261,77.469605,18.34,57.0,25.07,64.31,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
686,33,5.0,10.006881,76.345397,10.096881,76.435397,22.88,94.0,18.89,87.06,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
325,28,4.5,11.003681,76.975525,11.073681,77.045525,25.06,73.0,14.51,61.72,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1042,25,4.6,2.339925,85.390464,2.352925,85.520464,16.16,67.0,22.77,73.61,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
987,21,4.9,18.593481,73.785901,18.703481,73.895901,18.94,65.0,21.63,43.5,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
913,21,4.2,12.284747,76.625861,12.414747,76.755861,18.4,82.0,29.68,50.05,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
417,20,4.7,15.157944,73.950889,15.217944,74.010889,24.88,61.0,14.53,40.95,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
130,20,4.9,12.933298,77.614293,12.993298,77.674293,19.6,92.0,15.3,54.5,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
861,24,4.2,19.176269,72.836721,19.246269,72.906721,25.44,44.0,16.36,91.31,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
464,34,4.3,17.429585,78.392621,17.479585,78.442621,21.37,64.0,13.04,71.06,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
989,25,4.8,18.593481,73.785901,18.683481,73.875901,19.2,65.0,18.69,74.31,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
485,27,4.5,17.458998,78.500366,17.538998,78.580366,21.2,65.0,17.68,71.14,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
452,21,4.9,17.424114,78.347554,17.504114,78.427554,21.22,64.0,16.84,75.14,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
163,35,4.7,12.939496,77.625999,12.999496,77.685999,19.58,92.0,15.01,60.78,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
590,36,4.8,2.688842,75.800689,2.693842,75.850689,19.25,68.0,12.02,60.69,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
163,38,4.4,12.939496,77.625999,12.999496,77.685999,19.58,92.0,15.01,67.44,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1096,28,4.3,21.149834,72.778666,21.229834,72.858666,23.0,43.0,16.11,43.0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1066,29,4.6,21.170798,72.790489,21.250798,72.870489,22.9,43.0,14.64,34.6,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
133,34,5.0,12.933284,77.615428,12.993284,77.675428,19.6,92.0,15.37,88.86,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
192,32,4.1,23.211529,77.419399,23.291529,77.499399,18.28,58.0,21.25,85.28,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
129,28,4.9,12.933298,77.614293,13.013298,77.694293,19.55,93.0,19.98,47.75,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1015,25,4.7,23.353783,85.326967,23.433783,85.406967,16.15,94.0,15.26,60.31,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
124,33,3.9,19.888716,75.321461,19.978716,75.411461,16.05,82.0,21.7,77.06,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
600,27,4.5,26.892312,75.806896,26.982312,75.896896,19.97,68.0,16.99,62.14,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
236,37,4.8,13.091809,80.219104,13.171809,80.299104,26.31,88.0,21.29,80.69,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
467,29,4.8,17.431477,7.840035,17.481477,7.845035,21.4,64.0,13.99,33.4,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1018,22,4.8,23.351058,85.325731,23.431058,85.405731,16.15,94.0,15.8,45.0,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
183,37,4.9,12.914264,0.776784,12.964264,0.777284,19.76,93.0,13.05,77.39,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
860,28,4.7,0.191813,72.836191,0.192413,72.896191,26.22,44.0,11.92,77.61,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
156,28,4.8,12.934179,77.615797,13.014179,77.695797,19.61,93.0,20.18,89.28,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
648,31,4.9,26.482581,80.315628,26.572581,80.405628,21.77,56.0,17.86,88.61,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
739,29,4.8,22.515082,8.836783,22.605082,8.845783,23.03,83.0,22.8,53.1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
777,23,4.8,30.914057,7.583982,31.004057,7.592982,18.65,58.0,18.58,52.8,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
344,26,4.8,10.994136,76.963303,11.074136,77.043303,25.03,73.0,15.4,36.45,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
481,36,4.4,17.450851,78.379347,17.520851,78.449347,21.25,64.0,14.68,72.64,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
138,39,5.0,12.979166,77.640709,13.059166,77.720709,19.37,93.0,21.56,69.86,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
607,37,4.3,26.956431,75.776649,27.026431,75.846649,19.23,46.0,16.54,60.47,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
974,30,4.4,1.856245,73.916619,1.862245,73.976619,19.36,65.0,15.0,65.14,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
479,22,4.7,17.451976,78.385883,17.531976,78.465883,21.25,64.0,17.86,80.39,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1069,35,4.4,21.173343,72.792731,21.253343,72.872731,22.9,43.0,14.66,61.78,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26,31,4.7,27.159795,7.804299,27.179795,7.806299,21.67,52.0,10.5,72.19,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1029,33,4.9,23.371292,85.327872,23.481292,85.437872,16.18,67.0,22.93,45.15,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
344,30,4.5,10.994136,76.963303,11.074136,77.043303,25.03,73.0,15.4,34.45,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1049,22,4.8,21.186438,72.794115,21.276438,72.884115,22.87,43.0,17.94,39.15,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
75,20,4.8,25.450317,81.831681,25.520317,81.901681,22.17,55.0,17.13,43.05,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6,37,5.0,27.160832,78.011608,27.230832,78.081608,21.71,51.0,15.65,57.69,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1010,23,5.0,23.357804,85.325146,23.417804,85.385146,16.27,94.0,12.12,36.2,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
985,27,4.7,18.530963,73.828972,18.610963,73.908972,18.99,65.0,16.78,72.69,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
511,33,4.6,22.722634,75.886959,22.832634,75.996959,17.27,53.0,21.74,78.44,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
467,32,4.6,17.431477,7.840035,17.511477,7.848035,21.27,64.0,20.79,81.86,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
835,22,4.6,18.927584,72.832585,19.057584,72.962585,27.05,44.0,25.07,96.14,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
104,36,5.0,19.876428,75.364792,19.956428,75.444792,16.17,82.0,15.46,67.44,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
590,26,4.8,2.688842,75.800689,2.693842,75.850689,19.25,68.0,12.21,72.36,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
179,38,4.8,12.913041,77.683237,12.983041,77.753237,19.66,93.0,16.69,49.05,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
280,35,4.6,12.986047,80.218114,13.056047,80.288114,26.52,88.0,16.51,58.11,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
136,25,4.6,12.970221,77.645396,13.060221,77.735396,19.19,93.0,21.92,79.39,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
992,39,4.7,18.563934,73.915367,18.623935,73.975367,19.36,65.0,14.96,47.6,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
828,39,4.8,1.922384,72.841347,1.926384,72.881347,26.92,44.0,9.93,38.55,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
957,30,4.7,18.546947,73.900626,18.656947,74.010626,19.41,65.0,23.61,72.81,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1050,29,4.6,21.186608,72.794136,21.296608,72.904136,22.84,43.0,20.21,69.61,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
782,29,4.8,30.895204,75.822103,30.985204,75.912103,18.71,58.0,19.57,36.6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
885,29,4.6,12.304569,76.643622,12.414569,76.753622,18.4,82.0,25.83,72.64,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
63,35,4.2,25.451646,81.832796,25.591646,81.972796,21.74,56.0,24.75,91.28,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
494,36,4.7,22.695207,75.866059,22.775207,75.946059,17.08,72.0,19.59,74.11,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
835,34,3.6,18.927584,72.832585,19.007584,72.912585,26.18,44.0,20.12,94.94,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
172,23,4.7,12.975377,77.696664,13.035377,77.756664,19.41,93.0,19.97,69.61,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
789,27,4.9,30.893081,75.821495,30.963081,75.891495,18.82,57.0,15.41,57.61,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1024,32,4.8,23.374989,85.335486,23.424989,85.385486,16.27,94.0,10.34,36.1,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
845,20,4.8,19.065838,72.832658,19.125838,72.892658,26.87,44.0,18.4,82.89,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
21,35,4.9,27.163303,78.057044,27.253303,78.147044,21.5,53.0,28.62,64.81,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
552,35,4.9,26.921411,75.793604,27.011411,75.883604,19.9,46.0,18.36,71.53,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
494,38,4.9,22.695207,75.866059,22.775207,75.946059,17.08,72.0,19.59,82.56,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
936,21,4.9,18.539299,73.897902,18.609299,73.967902,19.22,65.0,17.64,84.61,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
312,22,5.0,11.001852,76.976268,11.091852,77.066268,25.0,73.0,16.76,41.25,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
867,37,4.6,19.121999,72.908493,19.231999,73.018493,27.05,48.0,20.97,84.78,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1055,29,4.6,21.186884,72.793616,21.276884,72.883616,22.87,43.0,17.58,59.14,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
147,33,4.3,12.979096,77.640625,13.109096,77.770625,19.04,93.0,29.74,81.94,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
983,20,4.2,18.536718,73.830327,18.626718,73.920327,19.01,65.0,18.15,47.9,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
401,36,4.7,15.561295,73.749478,15.651295,73.839478,25.97,60.0,23.69,82.28,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1030,29,4.6,23.371292,85.327872,23.501292,85.457872,16.11,67.0,26.18,83.06,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
570,24,4.9,26.911927,75.797282,26.971927,75.857282,19.57,68.0,14.79,67.11,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
266,28,4.7,13.026279,80.174568,13.106279,80.254568,26.35,88.0,17.95,78.31,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
939,25,4.6,18.569156,73.774723,18.609156,73.814723,19.25,65.0,12.37,60.72,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
577,21,4.7,26.911378,75.789034,26.981378,75.859034,19.6,68.0,15.29,37.55,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
290,37,3.7,11.016298,76.972076,11.096298,77.052076,25.0,73.0,16.98,84.22,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
146,30,4.9,12.979096,77.640625,13.049096,77.710625,19.5,93.0,18.14,65.11,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
740,21,4.9,22.577821,88.400581,22.647821,88.470581,22.99,83.0,13.85,69.94,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
823,36,4.9,1.912663,72.829976,1.917663,72.879976,26.66,44.0,10.22,65.14,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
912,21,5.0,12.284747,76.625861,12.354747,76.695861,18.12,81.0,16.95,49.15,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
706,23,4.4,9.960846,76.293936,10.040846,76.373936,23.01,94.0,17.1,85.39,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
145,31,5.0,12.970324,77.645748,13.060324,77.735748,19.19,93.0,21.89,63.78,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
747,39,4.7,22.553227,88.353273,22.633227,88.433273,22.99,83.0,15.8,71.72,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
198,37,4.8,23.184992,77.417227,23.264992,77.497227,18.32,58.0,15.54,35.3,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
528,34,4.6,22.745049,75.892471,22.835049,75.982471,17.25,53.0,19.16,73.22,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
620,33,4.4,26.469003,80.316344,26.529003,80.376344,21.8,55.0,16.69,69.61,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
431,33,5.0,17.428294,78.404423,17.508294,78.484423,21.27,64.0,21.58,92.39,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
719,24,5.0,22.514585,8.839331,22.604585,8.848331,23.03,83.0,19.29,87.19,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18,33,4.6,27.160934,78.044095,27.240934,78.124095,21.57,52.0,20.61,35.0,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
514,22,4.6,22.725748,75.898497,22.795748,75.968497,17.13,72.0,16.66,62.19,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
991,36,4.9,18.563934,73.915367,18.693935,74.045367,19.39,65.0,26.07,74.11,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1104,33,4.8,22.310329,73.169083,22.420329,73.279083,22.47,44.0,20.91,69.89,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
513,36,4.9,22.722634,75.886959,22.782634,75.946959,17.08,72.0,13.17,54.69,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
422,22,4.9,15.498603,73.826911,15.548603,73.876911,25.98,60.0,10.51,37.8,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
68,37,4.6,25.449872,81.836167,25.509872,81.896167,22.24,54.0,15.17,35.3,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1068,36,4.9,21.173343,72.792731,21.283343,72.902731,22.85,43.0,21.81,73.86,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
591,33,4.5,2.688842,75.800689,2.697842,75.890689,19.97,68.0,16.37,70.89,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
938,38,4.9,18.539299,73.897902,18.599299,73.957902,19.08,65.0,15.21,40.85,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
137,20,5.0,12.979166,77.640709,13.049166,77.710709,19.5,93.0,17.64,38.75,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
444,34,4.4,17.411028,78.329645,17.501028,78.419645,21.32,65.0,22.25,73.94,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
915,21,4.9,12.310972,76.659264,12.420972,76.769264,18.19,82.0,26.02,85.89,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
